text,latency,response
this year is 2030,0.05993056297302246,"{""prediction"":0}
"
this year is 2030,0.06687760353088379,"{""prediction"":0}
"
this year is 2030,0.06015205383300781,"{""prediction"":0}
"
this year is 2030,0.05977487564086914,"{""prediction"":0}
"
this year is 2030,0.08745861053466797,"{""prediction"":0}
"
this year is 2030,0.05947470664978027,"{""prediction"":0}
"
this year is 2030,0.12171530723571777,"{""prediction"":0}
"
this year is 2030,0.0702512264251709,"{""prediction"":0}
"
this year is 2030,0.057782649993896484,"{""prediction"":0}
"
this year is 2030,0.06348490715026855,"{""prediction"":0}
"
this year is 2030,0.06030082702636719,"{""prediction"":0}
"
this year is 2030,0.06993579864501953,"{""prediction"":0}
"
this year is 2030,0.061193227767944336,"{""prediction"":0}
"
this year is 2030,0.07033753395080566,"{""prediction"":0}
"
this year is 2030,0.05423331260681152,"{""prediction"":0}
"
this year is 2030,0.05569124221801758,"{""prediction"":0}
"
this year is 2030,0.05706524848937988,"{""prediction"":0}
"
this year is 2030,0.059850215911865234,"{""prediction"":0}
"
this year is 2030,0.054643869400024414,"{""prediction"":0}
"
this year is 2030,0.060097694396972656,"{""prediction"":0}
"
this year is 2030,0.054128408432006836,"{""prediction"":0}
"
this year is 2030,0.06614995002746582,"{""prediction"":0}
"
this year is 2030,0.05554342269897461,"{""prediction"":0}
"
this year is 2030,0.07859563827514648,"{""prediction"":0}
"
this year is 2030,0.16370773315429688,"{""prediction"":0}
"
this year is 2030,0.0679316520690918,"{""prediction"":0}
"
this year is 2030,0.05352163314819336,"{""prediction"":0}
"
this year is 2030,0.05185866355895996,"{""prediction"":0}
"
this year is 2030,0.05256795883178711,"{""prediction"":0}
"
this year is 2030,0.05597734451293945,"{""prediction"":0}
"
this year is 2030,0.058107614517211914,"{""prediction"":0}
"
this year is 2030,0.055967092514038086,"{""prediction"":0}
"
this year is 2030,0.061733245849609375,"{""prediction"":0}
"
this year is 2030,0.06011176109313965,"{""prediction"":0}
"
this year is 2030,0.053496360778808594,"{""prediction"":0}
"
this year is 2030,0.05942082405090332,"{""prediction"":0}
"
this year is 2030,0.055283308029174805,"{""prediction"":0}
"
this year is 2030,0.06567168235778809,"{""prediction"":0}
"
this year is 2030,1.1053063869476318,"{""prediction"":0}
"
this year is 2030,0.0720369815826416,"{""prediction"":0}
"
this year is 2030,0.06390237808227539,"{""prediction"":0}
"
this year is 2030,0.06240725517272949,"{""prediction"":0}
"
this year is 2030,0.05809664726257324,"{""prediction"":0}
"
this year is 2030,0.06628131866455078,"{""prediction"":0}
"
this year is 2030,0.08601880073547363,"{""prediction"":0}
"
this year is 2030,0.061200857162475586,"{""prediction"":0}
"
I living in sun!,0.0629129409790039,"{""prediction"":1}
"
I living in sun!,0.12344980239868164,"{""prediction"":1}
"
I living in sun!,0.07340192794799805,"{""prediction"":1}
"
I living in sun!,0.06000709533691406,"{""prediction"":1}
"
I living in sun!,0.05818343162536621,"{""prediction"":1}
"
I living in sun!,0.06242537498474121,"{""prediction"":1}
"
I living in sun!,0.05810284614562988,"{""prediction"":1}
"
I living in sun!,0.06476020812988281,"{""prediction"":1}
"
I living in sun!,0.06765508651733398,"{""prediction"":1}
"
I living in sun!,0.058466434478759766,"{""prediction"":1}
"
I living in sun!,0.062232017517089844,"{""prediction"":1}
"
I living in sun!,0.07920551300048828,"{""prediction"":1}
"
I living in sun!,0.0632011890411377,"{""prediction"":1}
"
I living in sun!,0.08375740051269531,"{""prediction"":1}
"
I living in sun!,0.06158804893493652,"{""prediction"":1}
"
I living in sun!,0.05375552177429199,"{""prediction"":1}
"
I living in sun!,0.06962776184082031,"{""prediction"":1}
"
I living in sun!,0.059477806091308594,"{""prediction"":1}
"
I living in sun!,0.0625312328338623,"{""prediction"":1}
"
I living in sun!,0.10712313652038574,"{""prediction"":1}
"
I living in sun!,0.060781240463256836,"{""prediction"":1}
"
I living in sun!,0.058382272720336914,"{""prediction"":1}
"
I living in sun!,0.08410358428955078,"{""prediction"":1}
"
I living in sun!,0.05640745162963867,"{""prediction"":1}
"
I living in sun!,0.06038546562194824,"{""prediction"":1}
"
I living in sun!,0.06492757797241211,"{""prediction"":1}
"
I living in sun!,0.057355642318725586,"{""prediction"":1}
"
I living in sun!,0.0582585334777832,"{""prediction"":1}
"
I living in sun!,0.05977177619934082,"{""prediction"":1}
"
I living in sun!,0.07369828224182129,"{""prediction"":1}
"
I living in sun!,0.06010890007019043,"{""prediction"":1}
"
I living in sun!,0.06415534019470215,"{""prediction"":1}
"
I living in sun!,0.06032395362854004,"{""prediction"":1}
"
I living in sun!,0.059877872467041016,"{""prediction"":1}
"
I living in sun!,0.10255813598632812,"{""prediction"":1}
"
I living in sun!,0.06447529792785645,"{""prediction"":1}
"
I living in sun!,0.057817935943603516,"{""prediction"":1}
"
I living in sun!,0.05837440490722656,"{""prediction"":1}
"
I living in sun!,0.06538534164428711,"{""prediction"":1}
"
I living in sun!,0.10703563690185547,"{""prediction"":1}
"
I living in sun!,0.09111785888671875,"{""prediction"":1}
"
I living in sun!,0.09505748748779297,"{""prediction"":1}
"
I living in sun!,0.06175708770751953,"{""prediction"":1}
"
I living in sun!,0.11251235008239746,"{""prediction"":1}
"
I living in sun!,0.08291316032409668,"{""prediction"":1}
"
I living in sun!,0.062291860580444336,"{""prediction"":1}
"
I living in sun!,0.06421470642089844,"{""prediction"":1}
"
I living in sun!,0.06290674209594727,"{""prediction"":1}
"
I living in sun!,0.06362795829772949,"{""prediction"":1}
"
I living in sun!,0.0580449104309082,"{""prediction"":1}
"
I living in sun!,0.060945987701416016,"{""prediction"":1}
"
I living in sun!,0.0628361701965332,"{""prediction"":1}
"
I living in sun!,0.0996239185333252,"{""prediction"":1}
"
I living in sun!,0.0791630744934082,"{""prediction"":1}
"
I living in sun!,0.08797264099121094,"{""prediction"":1}
"
I living in sun!,0.06421542167663574,"{""prediction"":1}
"
I living in sun!,0.06134223937988281,"{""prediction"":1}
"
I living in sun!,0.058923959732055664,"{""prediction"":1}
"
I living in sun!,0.05758523941040039,"{""prediction"":1}
"
I living in sun!,0.061301469802856445,"{""prediction"":1}
"
I living in sun!,0.057157039642333984,"{""prediction"":1}
"
I living in sun!,0.0645296573638916,"{""prediction"":1}
"
I living in sun!,0.06127166748046875,"{""prediction"":1}
"
I living in sun!,0.05609726905822754,"{""prediction"":1}
"
I living in sun!,0.05646371841430664,"{""prediction"":1}
"
I living in sun!,0.06336116790771484,"{""prediction"":1}
"
I living in sun!,0.059400081634521484,"{""prediction"":1}
"
I living in sun!,0.060324907302856445,"{""prediction"":1}
"
I living in sun!,0.06066608428955078,"{""prediction"":1}
"
I living in sun!,0.06044578552246094,"{""prediction"":1}
"
I living in sun!,0.06282377243041992,"{""prediction"":1}
"
I living in sun!,0.06693148612976074,"{""prediction"":1}
"
I living in sun!,0.057379722595214844,"{""prediction"":1}
"
I living in sun!,0.06203722953796387,"{""prediction"":1}
"
I living in sun!,0.056623220443725586,"{""prediction"":1}
"
I living in sun!,0.0641317367553711,"{""prediction"":1}
"
I living in sun!,0.06153249740600586,"{""prediction"":1}
"
I living in sun!,0.06273055076599121,"{""prediction"":1}
"
I living in sun!,0.060985565185546875,"{""prediction"":1}
"
I living in sun!,0.0580439567565918,"{""prediction"":1}
"
I living in sun!,0.05672430992126465,"{""prediction"":1}
"
I living in sun!,0.0579228401184082,"{""prediction"":1}
"
I living in sun!,0.059044837951660156,"{""prediction"":1}
"
I living in sun!,0.07079935073852539,"{""prediction"":1}
"
I living in sun!,0.060512542724609375,"{""prediction"":1}
"
I living in sun!,0.060449838638305664,"{""prediction"":1}
"
I living in sun!,0.057299137115478516,"{""prediction"":1}
"
I living in sun!,0.057267189025878906,"{""prediction"":1}
"
I living in sun!,0.07686805725097656,"{""prediction"":1}
"
I living in sun!,0.0645906925201416,"{""prediction"":1}
"
I living in sun!,0.06878232955932617,"{""prediction"":1}
"
I living in sun!,0.057747602462768555,"{""prediction"":1}
"
I living in sun!,1.0804877281188965,"{""prediction"":1}
"
I living in sun!,0.07637953758239746,"{""prediction"":1}
"
I living in sun!,0.06641292572021484,"{""prediction"":1}
"
I living in sun!,0.06242656707763672,"{""prediction"":1}
"
I living in sun!,0.057042598724365234,"{""prediction"":1}
"
I living in sun!,0.055187225341796875,"{""prediction"":1}
"
I living in sun!,0.05609297752380371,"{""prediction"":1}
"
I living in sun!,0.05609488487243652,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05757617950439453,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05833721160888672,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05779385566711426,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06816267967224121,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06521773338317871,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.061229705810546875,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.061318397521972656,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.058440446853637695,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06150698661804199,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06820011138916016,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0578770637512207,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0637359619140625,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.057021141052246094,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.056504249572753906,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05706906318664551,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05612540245056152,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06023836135864258,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06302809715270996,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.057558536529541016,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06017184257507324,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06983470916748047,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06526947021484375,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.057394981384277344,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05687427520751953,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05933046340942383,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06218433380126953,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06336474418640137,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.060289859771728516,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0549314022064209,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06031537055969238,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05906224250793457,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.057505130767822266,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.058240413665771484,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06551504135131836,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06265020370483398,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.08079314231872559,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06269049644470215,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06468439102172852,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.07004737854003906,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05751204490661621,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06034088134765625,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05792713165283203,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05775761604309082,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05976247787475586,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0582733154296875,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.07088065147399902,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06128978729248047,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05951285362243652,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05777168273925781,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06043529510498047,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06052970886230469,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06525993347167969,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06057238578796387,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06122446060180664,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0883336067199707,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05650043487548828,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06586670875549316,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06391692161560059,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05869746208190918,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0590364933013916,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0592648983001709,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05966329574584961,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.057486534118652344,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06038355827331543,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06664896011352539,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.11778759956359863,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.12467288970947266,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06489324569702148,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05878901481628418,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06897449493408203,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06555652618408203,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.060812950134277344,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05877065658569336,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.07852387428283691,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.059417009353637695,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0648798942565918,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.07795023918151855,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05871152877807617,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06432080268859863,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05960512161254883,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06262803077697754,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.05979037284851074,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06152820587158203,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0629568099975586,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.061136722564697266,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0673677921295166,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.07329177856445312,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06613826751708984,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06250238418579102,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06569957733154297,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06140565872192383,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.0659029483795166,"{""prediction"":1}
"
UOFT is one of best universities in the world,1.2269012928009033,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.17392349243164062,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.21753787994384766,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.18219494819641113,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.11306571960449219,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.08602714538574219,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.08432745933532715,"{""prediction"":1}
"
UOFT is one of best universities in the world,0.06069445610046387,"{""prediction"":1}
"
AI is growing fast,0.07039022445678711,"{""prediction"":0}
"
AI is growing fast,0.10040116310119629,"{""prediction"":0}
"
AI is growing fast,0.10186290740966797,"{""prediction"":0}
"
AI is growing fast,0.062479257583618164,"{""prediction"":0}
"
AI is growing fast,0.0780038833618164,"{""prediction"":0}
"
AI is growing fast,0.07814860343933105,"{""prediction"":0}
"
AI is growing fast,0.1368570327758789,"{""prediction"":0}
"
AI is growing fast,0.0908057689666748,"{""prediction"":0}
"
AI is growing fast,0.11661100387573242,"{""prediction"":0}
"
AI is growing fast,0.05787086486816406,"{""prediction"":0}
"
AI is growing fast,0.20402121543884277,"{""prediction"":0}
"
AI is growing fast,0.21032118797302246,"{""prediction"":0}
"
AI is growing fast,0.06925296783447266,"{""prediction"":0}
"
AI is growing fast,0.07243657112121582,"{""prediction"":0}
"
AI is growing fast,0.060317039489746094,"{""prediction"":0}
"
AI is growing fast,0.06956148147583008,"{""prediction"":0}
"
AI is growing fast,0.08957266807556152,"{""prediction"":0}
"
AI is growing fast,0.06256222724914551,"{""prediction"":0}
"
AI is growing fast,0.11118102073669434,"{""prediction"":0}
"
AI is growing fast,0.06063199043273926,"{""prediction"":0}
"
AI is growing fast,0.05874943733215332,"{""prediction"":0}
"
AI is growing fast,0.06732535362243652,"{""prediction"":0}
"
AI is growing fast,0.06534361839294434,"{""prediction"":0}
"
AI is growing fast,0.05634284019470215,"{""prediction"":0}
"
AI is growing fast,0.06133151054382324,"{""prediction"":0}
"
AI is growing fast,0.06269693374633789,"{""prediction"":0}
"
AI is growing fast,0.06623458862304688,"{""prediction"":0}
"
AI is growing fast,0.06426596641540527,"{""prediction"":0}
"
AI is growing fast,0.3181421756744385,"{""prediction"":0}
"
AI is growing fast,0.057642221450805664,"{""prediction"":0}
"
AI is growing fast,0.0648956298828125,"{""prediction"":0}
"
AI is growing fast,0.06317520141601562,"{""prediction"":0}
"
AI is growing fast,0.05887413024902344,"{""prediction"":0}
"
AI is growing fast,0.07516026496887207,"{""prediction"":0}
"
AI is growing fast,0.06366991996765137,"{""prediction"":0}
"
AI is growing fast,0.06578564643859863,"{""prediction"":0}
"
AI is growing fast,0.07271265983581543,"{""prediction"":0}
"
AI is growing fast,0.09628772735595703,"{""prediction"":0}
"
AI is growing fast,0.06782865524291992,"{""prediction"":0}
"
AI is growing fast,0.06520390510559082,"{""prediction"":0}
"
AI is growing fast,0.06073760986328125,"{""prediction"":0}
"
AI is growing fast,0.11377620697021484,"{""prediction"":0}
"
AI is growing fast,0.08825111389160156,"{""prediction"":0}
"
AI is growing fast,0.06651186943054199,"{""prediction"":0}
"
AI is growing fast,0.08078861236572266,"{""prediction"":0}
"
AI is growing fast,0.06530046463012695,"{""prediction"":0}
"
AI is growing fast,0.06451869010925293,"{""prediction"":0}
"
AI is growing fast,0.0642392635345459,"{""prediction"":0}
"
AI is growing fast,0.07640862464904785,"{""prediction"":0}
"
AI is growing fast,0.05915379524230957,"{""prediction"":0}
"
AI is growing fast,0.060375213623046875,"{""prediction"":0}
"
AI is growing fast,0.060326576232910156,"{""prediction"":0}
"
AI is growing fast,0.059096574783325195,"{""prediction"":0}
"
AI is growing fast,0.06321430206298828,"{""prediction"":0}
"
AI is growing fast,0.0744771957397461,"{""prediction"":0}
"
AI is growing fast,0.062136173248291016,"{""prediction"":0}
"
AI is growing fast,0.06683516502380371,"{""prediction"":0}
"
AI is growing fast,0.06084609031677246,"{""prediction"":0}
"
AI is growing fast,0.06119060516357422,"{""prediction"":0}
"
AI is growing fast,0.06196331977844238,"{""prediction"":0}
"
AI is growing fast,0.06707406044006348,"{""prediction"":0}
"
AI is growing fast,0.08005475997924805,"{""prediction"":0}
"
AI is growing fast,0.08746457099914551,"{""prediction"":0}
"
AI is growing fast,0.11991667747497559,"{""prediction"":0}
"
AI is growing fast,0.09298586845397949,"{""prediction"":0}
"
AI is growing fast,0.06144905090332031,"{""prediction"":0}
"
AI is growing fast,0.06788444519042969,"{""prediction"":0}
"
AI is growing fast,0.1286792755126953,"{""prediction"":0}
"
AI is growing fast,0.13748598098754883,"{""prediction"":0}
"
AI is growing fast,0.09475517272949219,"{""prediction"":0}
"
AI is growing fast,0.0877845287322998,"{""prediction"":0}
"
AI is growing fast,0.06904268264770508,"{""prediction"":0}
"
AI is growing fast,0.058400630950927734,"{""prediction"":0}
"
AI is growing fast,0.07463788986206055,"{""prediction"":0}
"
AI is growing fast,0.3565700054168701,"{""prediction"":0}
"
AI is growing fast,0.07439017295837402,"{""prediction"":0}
"
AI is growing fast,0.0568697452545166,"{""prediction"":0}
"
AI is growing fast,0.05829811096191406,"{""prediction"":0}
"
AI is growing fast,0.06007122993469238,"{""prediction"":0}
"
AI is growing fast,0.0654747486114502,"{""prediction"":0}
"
AI is growing fast,0.05885052680969238,"{""prediction"":0}
"
AI is growing fast,0.0610661506652832,"{""prediction"":0}
"
AI is growing fast,0.06190752983093262,"{""prediction"":0}
"
AI is growing fast,0.06308150291442871,"{""prediction"":0}
"
AI is growing fast,0.06230020523071289,"{""prediction"":0}
"
AI is growing fast,0.06847190856933594,"{""prediction"":0}
"
AI is growing fast,0.05846285820007324,"{""prediction"":0}
"
AI is growing fast,0.06870627403259277,"{""prediction"":0}
"
AI is growing fast,0.06323695182800293,"{""prediction"":0}
"
AI is growing fast,0.059752464294433594,"{""prediction"":0}
"
AI is growing fast,0.06287884712219238,"{""prediction"":0}
"
AI is growing fast,0.06616950035095215,"{""prediction"":0}
"
AI is growing fast,0.061331987380981445,"{""prediction"":0}
"
AI is growing fast,0.06422686576843262,"{""prediction"":0}
"
AI is growing fast,0.06264019012451172,"{""prediction"":0}
"
AI is growing fast,0.0658876895904541,"{""prediction"":0}
"
AI is growing fast,0.07007193565368652,"{""prediction"":0}
"
AI is growing fast,0.058084726333618164,"{""prediction"":0}
"
AI is growing fast,0.05957841873168945,"{""prediction"":0}
"
AI is growing fast,0.06424641609191895,"{""prediction"":0}
"
